"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期"
"2312","83130155","采頤企管顧問有限公司","臺中市南區福順里忠明南路789號38樓之2","陳妙娟","50000","1091013"
"2313","83130161","旭景消防工程有限公司","臺中市南屯區溝墘里大業路241號3樓之1","張瑞光","200000","1091013"
"2314","83130198","得利工程有限公司","臺中市龍井區三德里中厝路50巷66弄10號1樓","廖盈信","500000","1091013"
"2315","83130232","華海國際開發有限公司","臺中市西區昇平里忠明南路291號3樓之2","方錦樟","1000000","1091013"
"2316","83130269","萬坤國際企業有限公司","臺中市霧峰區中正路926之1號2樓","張廖萬渟","20000000","1091013"
"2317","83130275","鴻海烘焙食品有限公司","臺中市北區中清路一段292號","洪正榮","1000000","1091013"
"2318","83130280","富鼎醫務管理顧問有限公司","臺中市南區忠明南路789號38樓之2","廖志勇","100000","1091013"
"2319","83130296","米平方開發有限公司","臺中市北區錦祥里育強街78巷5號9樓之2","葉汶翰","500000","1091013"
"2320","83130319","千富洋菸酒有限公司","臺中市太平區樹德路92號","張博勛","250000","1091014"
"2321","83130325","拓商寰宇網路有限公司","臺中市西屯區大鵬里三和一巷2弄4號1樓","羅國斌","1000000","1091014"
"2322","83130330","勝和有限公司","臺中市大里區內新里益民路一段129號1樓","卓志名","1000000","1091014"
"2323","83130346","懋霖生化科技有限公司","臺中市北屯區山西南一街56號5樓","莊承霖","1000000","1091014"
"2324","83130351","方便停開發股份有限公司","臺中市北區北平二街30號2樓","洪家和","100000","1091014"
"2325","83130373","喆運有限公司","臺中市北屯區文心路四段83號14樓","李碩欣","6200000","1091014"
"2326","83130388","紅菓百貨有限公司","臺中市北區三民路三段132號3樓","蕭秀豐","1000000","1091014"
"2327","83130394","宥成商貿有限公司","臺中市豐原區北陽里豐東路211號3樓","林昌億","300000","1091014"
"2328","83130417","豐圻有限公司","臺中市潭子區潭秀里中山路三段75號","陳宏維","30000000","1091014"
"2329","83130423","臺擎機械工業股份有限公司","臺中市南區仁和路204號1樓","張淑娟","100000","1091014"
"2330","83130438","世星工程有限公司","臺中市豐原區三民路12號12樓之1","劉富聰","200000","1091014"
"2331","83130459","明富樂活國際有限公司","臺中市太平區精美路166巷21號2樓","林芸慧","1000000","1091014"
"2332","83130465","唯視博科技有限公司","臺中市西屯區四川路129號","黃冠銘","200000","1091014"
"2333","83130471","恩薈有限公司","臺中市北區中清路一段100號18樓之2","羅美玲","6000000","1091014"
"2334","83130486","天山開發建設有限公司","臺中市大安區福興里興安路177巷38號1樓","吳道貴","3000000","1091014"
"2335","83130492","味蕾佳食有限公司","臺中市北屯區廍子里太原路三段1130號7樓之6","謝昀庭","10000","1091014"
"2336","83130508","乾富興業有限公司","臺中市大甲區庄美里興安路138-107號1樓","蕭棋忠","2000000","1091012"
"2337","83130514","峰悅室內裝修設計工程有限公司","臺中市南屯區田心里大墩六街289號1樓","林京弘","1000000","1091014"
"2338","83130520","福聯電器空調有限公司","臺中市南屯區田心里向心路103之8巷3號1樓","凃珠記","10000000","1091014"
"2339","83130535","聚信開發興業有限公司","臺中市西屯區寧夏路89巷22號13樓之3","洪鈺茹","50000","1091014"
"2340","83130541","輝德國際股份有限公司","臺中市南屯區工業區二十一路17號","王凱","2000000","1091014"
"2341","83130556","隆錮貿易股份有限公司","臺中市大里區福德路12之1號1樓","林明興","2000000","1091014"
"2342","83130562","冠甫有限公司","臺中市西屯區大祥街10號2樓","鍾崑輝","1000000","1091014"
"2343","83130578","程睿生物科技有限公司","臺中市北區立人里陝西二街36號2樓","張祐偉","100000","1091015"
"2344","83130583","初心室內裝修設計有限公司","臺中市西區康樂街21號2樓","施宜秀","1000000","1091015"
"2345","83130599","凰鼎創意行銷有限公司","臺中市北區頂厝里進化北路238號10樓之3","劉浿禎","500000","1091015"
"2346","83130606","百頤臻股份有限公司","臺中市北區新興里一中街25號1樓","張朝修","2000000","1091015"
"2347","83130612","科霆有限公司","臺中市霧峰區萬豐里中正路152之14號1樓","賴志炘","30000","1091015"
"2348","83130628","日日村開發股份有限公司","臺中市南屯區楓樹西街473號1樓","張杏怡","3000000","1091015"
"2349","83130633","東霆建設有限公司","臺中市太平區東平里東村路7號1樓","趙洺震","1000000","1091015"
"2350","83130649","信歆生活有限公司","臺中市西區大忠里大忠南街50號5樓之2","李梅碧","300000","1091015"
"2351","83130654","家田開發股份有限公司","臺中市北屯區水湳里文心路三段447號10樓之3","陳宏洲","500000","1091015"
"2352","83130660","祐群開發股份有限公司","臺中市北屯區水湳里文心路三段447號10樓之3","陳祐瑲","500000","1091015"
"2353","83130676","靖場廣告工程有限公司","臺中市大肚區王田里沙田路一段30之3號1樓","蘇宏偉","250000","1091015"
"2354","83130681","富聿人力資源有限公司","臺中市西屯區市政路500號10樓之7","張晁偉","50000","1091015"
"2355","83130697","葳蔓國際有限公司","臺中市北區中清路一段372號2樓","林建豪","500000","1091015"
"2356","83130704","中利企業有限公司","臺中市南區福興里永和街122號1樓","卓文興","550000","1091015"
"2357","83130710","大成管理顧問有限公司","臺中市神岡區庄後里厚生路96之1號1樓","張淑英","100000","1091015"
"2358","83130726","洛郃有限公司","臺中市西屯區精明一街22號1樓","王維勛","200000","1091015"
"2359","83130731","森耀資產股份有限公司","臺中市大里區益民路二段181巷26弄5號1樓","簡森垣","41075870","1091016"
"2360","83130747","森鎂投資股份有限公司","臺中市大里區益民路二段181巷26弄5號1樓","簡森垣","340752960","1091016"
"2361","83130752","菊又成有限公司","臺中市北區賴旺里青島西街35號7樓之5","李菊香","200000","1091015"
"2362","83130768","偊璨有限公司","臺中市西區公益路367號9樓之2","林苡芯","1000000","1091015"
"2363","83130774","韋陞國際事業有限公司","臺中市北區梅川里文昌東一街109號5樓之10","劉宥韋","3000000","1091015"
"2364","83130789","和為共有房產有限公司","臺中市北區金龍里梅亭街101號","曾文二","1000000","1091015"
"2365","83130795","浚凱有限公司","臺中市大甲區大安港路256號2樓","王晨芮","1000000","1091015"
"2366","83130818","迪盛國際有限公司","臺中市北屯區忠平里敦化路一段517號5樓","鍾佩翰","100000","1091015"
"2367","83130824","小潞貿易企業有限公司","臺中市南屯區惠中里文心路一段324號11樓之1","朱俊武","500000","1091015"
"2368","83130839","華豐開發投資股份有限公司","臺中市大甲區大甲里光明路64號","何新民","20000000","1091015"
"2369","83130845","塶樂微創有限公司","臺中市南區和平里忠明南路758號14樓","周逸","800000","1091015"
"2370","83130850","預建規劃設計顧問有限公司","臺中市潭子區潭陽里大智街50號2樓","廖昶安","500000","1091015"
"2371","83130866","昇富企業有限公司","臺中市沙鹿區斗抵里天仁一街79號1樓","陳玉嬋","1000000","1091015"
"2372","83130872","可彤有限公司","臺中市烏日區自立街15號1樓","鄭琳姿","50000","1091015"
"2373","83130887","佳象有限公司","臺中市大里區國光路二段500號5樓之6","劉佳象","100000","1091015"
"2374","83130893","通富能源科技有限公司","臺中市沙鹿區埔子里正德路149巷32號1樓","蔡秉學","3000000","1091015"
"2375","83130916","女性二有限公司","臺中市北屯區北屯路240巷102號4樓","林珊宇","100000","1091015"
"2376","83130922","金宸數位印刷有限公司","臺中市東區仁和路457巷14號1樓","伍賴雅萍","1200000","1091015"
"2377","83130937","康華創新管理顧問股份有限公司","臺中市南屯區楓樹里黎明路一段284號1樓","傅曉慧","2000000","1091015"
"2378","83130943","元甫投資有限公司","臺中市北屯區敦化路一段406巷13號1樓","陳志忠","2000000","1091015"
"2379","83130958","不老盟健康事業有限公司","臺中市北區五權路576號2樓至4樓","李姸慧","3000000","1091015"
"2380","83130964","海徒新媒體有限公司","臺中市豐原區中正路654巷10之4號2樓","劉玠彥","50000","1091015"
"2381","83130970","禾韻美學有限公司","臺中市西屯區寧夏東七街七號","邱立偉","400000","1091015"
"2382","83130985","琮志實業有限公司","臺中市北屯區三光里北屯路240巷58號6樓之2","陳琮竣","1200000","1091015"
"2383","83131014","富甄有限公司","臺中市東勢區東新里勢林街190巷28號","陳怡臻","2000000","1091015"
"2384","83131020","都好投資開發有限公司","臺中市北屯區松竹里崇德二路二段108號3樓之5","邱美媛","8000000","1091015"
"2385","83131035","立耀投資開發有限公司","臺中市潭子區中山路二段73巷59號","羅玉芳","8000000","1091015"
"2386","83131041","睿瑄投資股份有限公司","臺中市南區工學二街125號5樓之1","許瑞晏","4000000","1091016"
"2387","83131056","尼豪實業有限公司","臺中市外埔區六分里六分路208號1樓","王清柳","500000","1091016"
"2388","83131062","富爵管理顧問有限公司","臺中市西區昇平里忠明南路303號24樓之2","林彥廷","500000","1091016"
"2389","83131078","泓辰實業有限公司","臺中市西屯區長安路二段69-6號","温明倫","1000000","1091016"
"2390","83131083","康陽投資股份有限公司","臺中市大雅區西寶里昌平路四段558巷80號","張維庭","15000000","1091016"
"2391","83131099","浩庭企管顧問有限公司","臺中市北屯區興安路一段32號5樓之3","張葆林","250000","1091016"
"2392","83131112","成晉企業有限公司","臺中市太平區德隆里德明路137巷13弄11號1樓","蔡永晋","50000","1091016"
"2393","83131128","俞蘅投資股份有限公司","臺中市南區建成路1908號1樓","劉華宮","6350000","1091016"
"2394","83131133","愛家有我生活股份有限公司","臺中市北屯區水湳里文心路三段447號13樓之2","黃楷茗","1000000","1091016"
"2395","83131149","沙龍投資股份有限公司","臺中市北屯區仁美里崇德十六路166號8樓之1","蔡芳琪","20000000","1091019"
"2396","83131154","艾斯達克智能科技股份有限公司","臺中市西屯區市政路386號18樓之7","熊紹詠","5501000","1091016"
"2397","83131160","舒優美國際股份有限公司","臺中市北屯區平順里大連路三段21巷55號1樓","張雅婷","1000000","1091016"
"2398","83131176","松倍投資有限公司","臺中市太平區太平里永豐路85巷9號1樓","吳樂瑞","2000000","1091016"
"2399","83131181","杰德興業有限公司","臺中市西屯區逢甲里寶慶街30巷8號4樓之3","王如音","2000000","1091016"
"2400","83131197","瓏銓科技有限公司","臺中市東勢區新盛里5鄰新盛街237號1樓","涂庭彰","1000000","1091016"
"2401","83131210","桀勝開發有限公司","臺中市北屯區平興里北屯路409之23號13樓","翁紫純","3000000","1091016"
"2402","83131226","隆沉閣興業有限公司","臺中市北區賴村里梅川東路三段125號","謝惠君","200000","1091016"
"2403","83131231","偉城實業有限公司","臺中市南區福順里忠明南路789號32樓","黃奕睿","200000","1091016"
"2404","83131247","咖啡翡冷翠有限公司","臺中市西區五權西四街37號","鄒宜榛","100000","1091016"
"2405","83131252","金銓運有限公司","臺中市沙鹿區三鹿里自強路255巷43號3樓","王淑媛","3000000","1091016"
"2406","83131268","泉亨實業有限公司","臺中市西屯區大信街52號4樓之1","徐志成","1000000","1091016"
"2407","83131274","品睿室內裝修設計工程有限公司","臺中市大里區瑞城里瑞和街147巷43號1樓","賴昌閎","500000","1091016"
"2408","83131289","神農樹國際有限公司","臺中市南區長榮里公理街83巷7之2號1樓","王伊汾","300000","1091016"
"2409","83131295","群鎂國際有限公司","臺中市大雅區中清東路17號1樓","蔡柏毅","10000000","1091016"
"2410","83131302","仲熙企業有限公司","臺中市南區福順里南陽街60號1樓","陳威仲","1000000","1091016"
"2411","83131324","金鼎盛有限公司","臺中市西屯區市政北二路236號3樓之1","鄭雅雯","450000","1091016"
"2412","83131339","棒棒渼體股份有限公司","臺中市西屯區潮洋里市政北二路415號1樓","鄭亦茹 ","1200000","1091016"
"2413","83131345","娜美妮國際有限公司","臺中市北區新北里三民路三段132號3樓","方國丞","100000","1091016"
"2414","83131350","富淵投資有限公司","臺中市西屯區福林里福科路658巷39號1樓","黃銘泉","500000","1091016"
"2415","83131366","耐斯汽車有限公司","臺中市北屯區廍子里景賢路199號1樓","岩思婷","4000000","1091016"
"2416","83131372","承穎投資股份有限公司","臺中市北屯區大連北街24巷74號3樓","羅藼","3189200","1091019"
"2417","83131387","馬可投資有限公司","臺中市南屯區龍富十二街７號2樓之2","張子凌","500000","1091016"
"2418","83131393","鴻欣科技管理顧問有限公司","臺中市西屯區大墩二十街99號5樓","呂政冀","500000","1091016"
"2419","83131400","崇德百貨有限公司","臺中市北屯區平心里崇德路二段216號","黃浤筵","500000","1091016"
"2420","83131416","達鑫能源工程有限公司","臺中市豐原區豐田里田心路二段267巷1弄3號1樓","張文瑋","50000","1091016"
"2421","83131422","月水設計有限公司","臺中市北區雙十路二段101號5樓之3","李培馨","1000000","1091016"
"2422","83131437","享承有限公司","臺中市梧棲區大智路二段370巷64號","林桂香","3000000","1091019"
"2423","83131443","承暄科技有限公司","臺中市西區民龍里臺灣大道二段285號31樓","詹宇傑","50000","1091019"
"2424","83131464","皓正科技有限公司","臺中市西區民龍里臺灣大道二段186號20樓之5","謝明憲","222200","1091019"
"2425","83131470","永營股份有限公司","臺中市西屯區何安里文心路三段61之8號","陳信志","5200000","1091019"
"2426","83131485","利基國際管理顧問股份有限公司","臺中市西屯區青海路二段284之8號","葉昱宏","3180000","1091019"
"2427","83131491","樂卡國際餐飲股份有限公司","臺中市西屯區市政北二路236號3樓之3","范綱淳","5000000","1091019"
"2428","83131513","迪威開發地產建設有限公司","臺中市豐原區社皮里中正路561號2樓","楊秉達","5000000","1091019"
"2429","83131529","竑成企業有限公司","臺中市西區大業路23號6樓之12","陳玉其","1000000","1091019"
"2430","83131534","尚展精密有限公司","臺中市大里區仁美路137巷28號2樓","蔡天賜","500000","1091019"
"2431","83131540","勻智投資有限公司","臺中市北區健行路360號4樓之5","卜仲妍","194140800","1091020"
"2432","83131555","高泰高分子材料有限公司","臺中市北屯區水景里松竹五路二段165號10樓之3","吳佩芬","500000","1091019"
"2433","83131561","杜宅咖啡有限公司","臺中市南區五權南路468號2樓","杜緒昇","200000","1091019"
"2434","83131582","美好開發有限公司","臺中市南區南門路59巷45弄11號1樓","劉力華","6000000","1091019"
"2435","83131598","得福地產實業有限公司","臺中市南區復興路二段18之2號2樓","賴明達","300000","1091019"
"2436","83131605","立贊水產有限公司","臺中市北屯區平和里瀋陽路一段87號1樓","林易龍","900000","1091019"
"2437","83131611","正鈴開發事業有限公司","臺中市西屯區永安里玉門路259號6樓之5","楊禹鈴","500000","1091019"
"2438","83131627","弓千精密有限公司","臺中市北屯區和順路431號2樓","周立夫","1000000","1091019"
"2439","83131632","睿甄實業有限公司","臺中市霧峰區四德里四德北路23之5號2樓","洪長安","500000","1091019"
"2440","83131648","安然居健康整合有限公司","臺中市東區新庄里復興路四段80號6樓","周浩宇","1400000","1091019"
"2441","83131653","東果有限公司","臺中市北區民權路559號3樓之1","倪任璇","200000","1091019"
"2442","83131669","日貓文創有限公司","臺中市西區台灣大道二段186號20樓之5","邱宇翔","100000","1091019"
"2443","83131675","茂菖營造有限公司","臺中市西屯區大墩二十街116號2樓之2","陳君平","3600000","1091019"
"2444","83131680","文鳳投資股份有限公司","臺中市西屯區永輝路55號1樓","江建輝","3000000","1091020"
"2445","83131696","善策國際有限公司","臺中市太平區新坪里新平路三段346巷30弄7號","張思陽","1000000","1091019"
"2446","83131703","萬事萬物網路股份有限公司","臺中市西區忠誠里臺灣大道二段536號8樓之2","蔡信宏","5000000","1091019"
"2447","83131719","新居城科技管理顧問有限公司","臺中市北屯區平德里文心路四段288號5樓之15","何宜安","500000","1091019"
"2448","83131725","豪頓建設股份有限公司","臺中市北區淡溝里英才路380號4樓之1","林登雲","12000000","1091019"
"2449","83131730","墨非有限公司","臺中市北區一中街101號2樓及103號2樓","徐如瑩","1000000","1091019"
"2450","83131746","奕陞有限公司","臺中市大里區金城里金城街272號","阮文岳","10000000","1091020"
"2451","83131751","瑞松水泥製品有限公司","臺中市大肚區福山里沙田路一段388巷6-2號1樓","李榮文","500000","1091020"
"2452","83131767","鈞旺不動產經紀有限公司","臺中市北屯區忠平里敦化路一段501號1樓","張明珍","500000","1091020"
"2453","83131773","台灣口罩股份有限公司","臺中市北區健行里華富街36號1樓","林佳儀","100000","1091020"
"2454","83131788","翃鼎有限公司","臺中市西屯區潮洋里市政北二路238號15樓之2","潘震東","2000000","1091020"
"2455","83131794","奧德思工商管理顧問有限公司","臺中市南屯區大進街295之1號4樓","汪大永","200000","1091020"
"2456","83131801","興昇霖開發建設有限公司","臺中市龍井區中沙路新庄仔巷32之2號1樓","張如意","200000","1091020"
"2457","83131817","伊比利餐飲股份有限公司","臺中市西屯區惠來里惠中七街36號1樓","廖宜敬","7000000","1091020"
"2458","83131823","永絹投資有限公司","臺中市北區新北里三民路三段148之3號4樓","劉智勇","300000","1091020"
"2459","83131865","美商豐沃電腦有限公司","臺北市信義區基隆路1段163號18樓之3","陳柏佑","1000000","1091022"
"2460","83131921","美商艾巨光電科技股份有限公司","臺南市永康區塩洲里塩行路239-9號","Michael  John  Darwin","0","1091020"
"2461","83131942","瑞典商榕愷股份有限公司","彰化縣溪湖鎮河東里河東路207號","黃麗君","500000","1091020"
"2462","83131963","日商先進材料科技股份有限公司","新竹縣竹北市高鐵七路65號13樓之９","森木泰次","500000","1091020"
"2463","83131984","香港商滙智環球顧問有限公司","臺北市信義區基隆路1段333號15樓","郭汝霖","2000000","1091023"
"2464","83131990","塞席爾商新亞布業科技有限公司","臺北市大安區信義路四段279號8樓","莊恬恬","0","1091019"
"2465","83132007","貝里斯商史蒂雅創意股份有限公司","臺北市內湖區洲子街88號10樓","陳瑰鶯","500000","1091022"
"2466","83132029","香港商分軌音樂有限公司","新北市新店區柴埕里安民街72號4樓之2","謝雅兒","0","1091023"
"2467","83132034","日商柏野新創投資股份有限公司","新北市汐止區中興路95號7樓之3","柏野将史","0","1091019"
"2468","83132061","美商永輝協同網路服務股份有限公司","臺北市中山區長春路378號6樓","沈睿華","0","1091022"
"2469","83132082","薩摩亞商格藍有限公司","臺北市大安區敦化南路1段236巷19號5樓","Gina Maria Holmgren","0","1091019"
"2470","83132098","英屬維京群島商大好投資有限公司","臺北市大安區忠孝東路3段217巷8弄2號3樓","陳志穎","0","1091019"
"2471","83132105","英屬維京群島商新豐有限公司","新竹市北區中正路107號10樓之9","李慶義","500000","1091020"
"2472","83132111","英屬維京群島商榮耀控股股份有限公司","臺中市西屯區臺灣大道4段925號23樓之1","徐嘉順","10000000","1091026"
"2473","83132273","英商伽立方有限公司","臺北市大同區民權西路136號15樓之10","翁千翔","0","1091021"
"2474","83132338","鐿林建設有限公司","彰化縣鹿港鎮洋厝里洋厝巷29號1樓","黃清樹","1000000","1091020"
"2475","83132344","杏瀅生技有限公司","彰化縣彰化市茄南里彰泰三街16之9號","曹富銘","500000","1091020"
"2476","83132365","聖禹營造工程有限公司","臺東縣臺東市知本里富裕路449巷92弄7號1樓","王聖豪","3600000","1091020"
"2477","83132371","瑞駿工程有限公司","新竹縣竹北市竹義里新泰路53巷10號12樓","洪瑞駿","3000000","1091020"
"2478","83132386","康若國際行銷有限公司","彰化縣花壇鄉長沙村禾田巷507弄6號一樓","葉智敏","1000000","1091020"
"2479","83132392","伊隆科技有限公司","新竹縣竹北市十興里莊敬六街1號8樓","林欣慧","1000000","1091020"
"2480","83132415","岡將有限公司","彰化縣鹿港鎮永安里東隆路251巷3號1樓","徐鉦","1000000","1091020"
"2481","83132421","勝裕投資股份有限公司","彰化縣和美鎮好修里北園路91號","白鴻瑜","2180400","1091020"
"2482","83132436","芯思科技有限公司","新竹市東區武功里建中路32號10樓之1","黃依萍","300000","1091020"
"2483","83132442","馭寓有限公司","新竹市東區勝利路126號2樓","王韋傑","500000","1091020"
"2484","83132457","境碩設計有限公司","花蓮縣花蓮市中華路188號","朱世人","200000","1091020"
"2485","83132463","桔亦室內裝修有限公司","新竹縣竹北市中興里自強南路59巷1號十三樓之7","張世杰","500000","1091020"
"2486","83132479","德聯有限公司","花蓮縣吉安鄉仁里村仁里十三街98號1樓","張哲偉","300000","1091021"
"2487","83132484","萬順興環保科技有限公司","屏東縣九如鄉東寧村林森路32號1樓","劉雅婷","2000000","1091021"
"2488","83132490","茶旅貓有限公司","新竹市東區鐵道路一段37號1樓","郭乃菁","1000000","1091021"
"2489","83132506","兆旺生物科技有限公司","彰化縣田尾鄉海豐村光榮巷451-3號","何信在","500000","1091021"
"2490","83132512","艾肯金有限公司","嘉義縣太保市南新里中山路一段165號一樓","葉俊鑫","1000000","1091021"
"2491","83132528","丞享國際生醫股份有限公司","彰化縣社頭鄉朝興村織襪一路36號","陳固","2000000","1091021"
"2492","83132533","恊聯水電有限公司","彰化縣鹿港鎮菜園里公正街23號1樓","黃正揚","200000","1091021"
"2493","83132549","環瑋工業有限公司","彰化縣彰化市國聖里國聖路175巷121弄69-3號","林元裕","3000000","1091021"
"2494","83132554","城家不動產仲介有限公司","臺東縣臺東市民權里博愛路163號1樓","謝昌峻","1050000","1091021"
"2495","83132560","富凱綠電股份有限公司","彰化縣芳苑鄉王功村漁港六路38號1樓","林濟民","1000000","1091021"
"2496","83132576","松興旺科技股份有限公司","彰化縣鹿港鎮埔崙里12鄰鹿草路一段252巷2號1樓","林碧鬆","1000000","1091021"
"2497","83132581","全展娛樂實業有限公司","基隆市安樂區安樂路二段166巷22-4號","邱靖嘉","100000","1091021"
"2498","83132597","昇伯企業有限公司","苗栗縣苗栗市北苗里橫車路100號1樓","章富智","6000000","1091021"
"2499","83132610","允鋒企業有限公司","屏東縣潮州鎮蓬萊里公園路239巷1號5樓之2","林金榜","2000000","1091021"
"2500","83132626","棨建室內裝修設計有限公司","臺東縣臺東市豐田里中興路5段19號","張棨渝","50000","1091021"
"2501","83132631","虹傑登有限公司","彰化縣伸港鄉新港村光明路73號","林素鐶","300000","1091021"
"2502","83132647","超級動物有限公司","嘉義市西區福安里北港路362巷10號1樓","郭桐","1000000","1091021"
"2503","83132652","聯登有限公司","基隆市七堵區工建北路11-1號","陳登均","500000","1091021"
"2504","83132668","炫目科技有限公司","嘉義縣中埔鄉和美村大義路326巷28號1樓","宋柏穎","7000000","1091021"
"2505","83132674","機承有限公司","雲林縣虎尾鎮德興里12鄰德興路75巷18號5樓","王宏傑","100000","1091021"
"2506","83132689","寰球行銷顧問有限公司","新竹市東區新莊里關東路268號一樓","林于嵐","10000000","1091021"
"2507","83132695","璟釧科技有限公司","彰化縣鹿港鎮埔崙里自由路283巷30號1樓","郭芳慈","2000000","1091021"
"2508","83132702","震聲環保有限公司","臺東縣臺東市卑南里志航路一段111巷17弄35號","戴良均","200000","1091021"
"2509","83132718","易力旺企業有限公司","彰化縣鹿港鎮鹿和路4段228巷42號1樓","王俊傑","500000","1091021"
"2510","83132724","大宏土地開發有限公司","雲林縣斗六市公誠里長春路59號8樓","甘佳代","1000000","1091021"
"2511","83132739","良田食品有限公司","新竹市東區千甲里千甲路428之8號","李書穎","1000000","1091021"
"2512","83132745","威通科設計有限公司","新竹縣竹北市惟馨街95號11樓之5","郭清俊","200000","1091021"
"2513","83132750","力城三號能源股份有限公司","屏東縣林邊鄉永樂村新興路54巷4號","楊丕暄","100000","1091021"
"2514","83132766","瑞嶸興業有限公司","新竹市東區明湖里明湖路775巷72號","羅瑞鴻","10000000","1091021"
"2515","83132772","瀧圖股份有限公司","彰化縣溪湖鎮大突里大同路116巷58號","施鴻展","8000000","1091022"
"2516","83132787","力城二號能源股份有限公司","屏東縣林邊鄉永樂村新興路54巷4號","楊丕暄","100000","1091022"
"2517","83132793","碩鎮建設有限公司","嘉義市西區後驛里中興路70之1號","黃鐙毅","10000000","1091022"
"2518","83132800","吉呈興機械有限公司","嘉義市西區車店里青年街16號7樓之1","郭明彰","500000","1091022"
"2519","83132816","泰穎機械工程有限公司","基隆市暖暖區暖東里東勢街71-3號","陳俊豪","6000000","1091022"
"2520","83132822","世貿企業有限公司","花蓮縣花蓮市國風里林森路243巷3號1樓","林郁圻","2000000","1091022"
"2521","83132837","慶豐國際食品股份有限公司","雲林縣元長鄉西莊村西庄109-17號2樓","吳宏益","6000000","1091022"
"2522","83132858","東都生活有限公司","新竹縣竹東鎮中正里中正路162號2樓","陳寶自","5000000","1091014"
"2523","83132864","沈氏投資有限公司","雲林縣斗六市龍潭里仁愛路142號1樓","沈健興","5168000","1091022"
"2524","83132870","飆風國際事業有限公司","雲林縣虎尾鎮東仁里東明路187號1樓","洪傾种","100000","1091022"
"2525","83132885","承治企業管理顧問有限公司","嘉義市西區保生里10鄰保安一路296號5樓","陳信宇","1010000","1091022"
"2526","83132891","允騰企業有限公司","臺南市永康區永康里中山南路653巷16號1樓","林高瑋","500000","1091023"
"2527","83132908","頂寶建設有限公司","臺南市歸仁區七甲里七甲一街82號2樓","陳坤山","10000000","1091023"
"2528","83132914","寶島沉香生物科技有限公司","臺南市東區和平里仁和路77-18號1樓","陳添壽","500000","1091023"
"2529","83132920","幸福果農產品有限公司","臺南市關廟區中正路73巷32弄2號1樓","蔡清賓","600000","1091023"
"2530","83132935","百豐五金有限公司","臺南市安南區安順里安和路四段163巷20-1號1樓","蘇焜山","100000","1091023"
"2531","83132941","明霂有限公司","臺南市安定區安定里安定35之3號1樓","王美連","2000000","1091023"
"2532","83132956","大芯建設開發有限公司","臺南市永康區烏竹里自強路925巷55弄3號1樓","蘇盟原","4000000","1091023"
"2533","83132962","京紳開發有限公司","臺南市東區崇明路738號1樓","吳旻翰","600000","1091023"
"2534","83132983","清旭有限公司","臺南市安平區億載里5鄰光州七街78號1樓","余建緯","500000","1091026"
"2535","83132999","喬雅貿易有限公司","臺南市北區文賢二街231號1樓","黃榮裕","300000","1091026"
"2536","83133012","同福國際股份有限公司","臺南市永康區大橋二街148巷3號1樓","高秀玲","430640000","1091026"
"2537","83133028","真德有限公司","臺南市仁德區文心路58巷52號1樓","李旭陽","100000","1091026"
"2538","83133033","源益電機工程有限公司","臺南市南區永成路二段652之3號","呂忠益","2000000","1091026"
"2539","83133049","馳名建設開發有限公司","臺南市安南區安西里安通路四段１１９巷８３號1樓","周東諺","3000000","1091027"
"2540","83133054","海斯科技有限公司","臺南市歸仁區大潭里長大路1號","楊盛宇","1000000","1091026"
"2541","83133060","利信企業有限公司","臺南市新化區豐榮里正新路125號1樓","吳宗勲","500000","1091026"
"2542","83133076","境界建設股份有限公司","臺南市東區小東里東安路251巷102號1樓","李殷奬","5000000","1091026"
"2543","83133081","昱喬調適有限公司","臺南市永康區勝利里小東路423巷6號13F之2","王璞瑈","200000","1091027"
"2544","83133097","恆福國際股份有限公司","臺南市永康區大橋二街148巷3號1樓","高秀玲","411940000","1091026"
"2545","83133104","東馬物業有限公司","臺南市北區賢北里中華北路一段53巷52號1樓","林杏緽","1000000","1091026"
"2546","83133110","光典建設有限公司","臺南市官田區二鎮里工社西街3巷153號1樓","蘇育聖","5000000","1091026"
"2547","83133126","阿德師建設開發有限公司","臺南市東區泉南里府連路344巷35弄11號1樓","陳永崧","5000000","1091026"
"2548","83133131","方圓融股份有限公司","臺南市安平區平通里國平路417號1樓","王佩琳","3000000","1091027"
"2549","83133147","簡龍有限公司","臺南市安南區國安街73巷11號","李嘉玲","200000","1091027"
"2550","83133152","鑫城土地開發有限公司","臺南市安南區海佃里國安街156巷72弄4號1樓","鍾富吉","200000","1091026"
"2551","83133168","婉雅有限公司","臺南市東區崇學路165號7樓","林婉茹","600000","1091026"
"2552","83133174","微力亞綠色科技有限公司","臺南市中西區藥王里神農街89號3樓","彭志文","200000","1091027"
"2553","83133189","大港國際食品股份有限公司","臺南市東區富強里裕農路288巷13號","林君睿","6000000","1091026"
"2554","83133195","美好風尚國際有限公司","臺南市安南區溪北里安和路一段123巷20號1樓","曾子菁","100000","1091026"
"2555","83133218","萬威聯合股份有限公司","臺南市南區新興里夏林路144號1樓","吳之琳","1000000","1091026"
"2556","83133224","承宜開發有限公司","臺南市新營區忠政里府西路19之1號2樓","張菀芠","7000000","1091027"
"2557","83133239","環亞光電股份有限公司","臺南市安定區牛肉寮65之23號2樓","邱紹瑋","12000000","1091027"
"2558","83133250","快而好預防科學顧問股份有限公司","臺南市學甲區慈福里濟生路94號1樓","王新民","30000000","1091027"
